path,face,label
./datasets/face_forensics/img_data/deepfake/23SVSC1XVVTDGZZNZ1X8.jpg,"[384, 73, 90, 119]",FAKE
./datasets/face_forensics/img_data/deepfake/YL59D5H4AKY4NFBBO9KG.jpg,"[528, 128, 159, 197]",FAKE
./datasets/face_forensics/img_data/deepfake/87HVLWCJHS09PPTKJMMJ.jpg,"[364, 93, 149, 188]",FAKE
./datasets/face_forensics/img_data/deepfake/DEOASA7IC1RHYU8SLZKH.jpg,"[589, 106, 198, 260]",FAKE
./datasets/face_forensics/img_data/deepfake/RVCU6D0D7KJE6OT3IGLJ.jpg,"[263, 83, 93, 116]",FAKE
./datasets/face_forensics/img_data/deepfake/KZMWB7PGJK3CMPZ12M14.jpg,"[672, 156, 209, 259]",FAKE
./datasets/face_forensics/img_data/deepfake/HP30L37OG0VJXVJDYNYH.jpg,"[805, 133, 255, 330]",FAKE
./datasets/face_forensics/img_data/deepfake/OJAJZDSO5XKZASFSGWBU.jpg,"[976, 113, 138, 170]",FAKE
./datasets/face_forensics/img_data/deepfake/7Y53VMTEHPFRCIJ417AF.jpg,"[463, 187, 143, 179]",FAKE
./datasets/face_forensics/img_data/deepfake/KQAD9EKU3H7A9RBA6C92.jpg,"[279, 130, 85, 110]",FAKE
./datasets/face_forensics/img_data/deepfake/EG0Z7LP57GVRA4MN31ID.jpg,"[261, 91, 156, 200]",FAKE
./datasets/face_forensics/img_data/deepfake/LEZWAY9EB9CRGJML18Z5.jpg,"[294, 103, 73, 91]",FAKE
./datasets/face_forensics/img_data/deepfake/GIZABE5H6872PE5XXR7O.jpg,"[255, 87, 100, 132]",FAKE
./datasets/face_forensics/img_data/deepfake/PC6ZMGI7SYAPGPOJFISM.jpg,"[224, 70, 85, 110]",FAKE
./datasets/face_forensics/img_data/deepfake/E1T0YC9HT34SPFGEAVTJ.jpg,"[430, 143, 287, 353]",FAKE
./datasets/face_forensics/img_data/deepfake/J81FSJSQJV1ML4LEBJDC.jpg,"[556, 127, 156, 195]",FAKE
./datasets/face_forensics/img_data/deepfake/O9MY26B5ZG69ITO4ME02.jpg,"[660, 157, 434, 558]",FAKE
./datasets/face_forensics/img_data/deepfake/XB9T2ZPPNVCZOCLS1KW1.jpg,"[253, 77, 94, 121]",FAKE
./datasets/face_forensics/img_data/deepfake/1UIRW4R88Q9THT8HF7WU.jpg,"[266, 74, 107, 140]",FAKE
./datasets/face_forensics/img_data/deepfake/9QK80588CR8TD8MJ4J0F.jpg,"[184, 101, 110, 150]",FAKE
./datasets/face_forensics/img_data/deepfake/VHWFSX07Y9HZA4YPI1ST.jpg,"[237, 105, 100, 138]",FAKE
./datasets/face_forensics/img_data/deepfake/IQXEIT3WX3IPTNKCKR57.jpg,"[322, 96, 116, 147]",FAKE
./datasets/face_forensics/img_data/deepfake/GE3IPWBVU63H55PRYDNB.jpg,"[271, 76, 96, 125]",FAKE
./datasets/face_forensics/img_data/deepfake/IJCQ2X3QZA5TBV8C4HI1.jpg,"[299, 79, 93, 121]",FAKE
./datasets/face_forensics/img_data/deepfake/G2MVWUVGSBGP6LDN0HXG.jpg,"[543, 133, 211, 287]",FAKE
./datasets/face_forensics/img_data/deepfake/34MJODWS0W34K33APCRW.jpg,"[173, 0, 216, 289]",FAKE
./datasets/face_forensics/img_data/deepfake/E5L7FH5DX21KZWWBJI8L.jpg,"[308, 105, 87, 119]",FAKE
./datasets/face_forensics/img_data/deepfake/77IWXMWWRQX99FY3XOCB.jpg,"[228, 99, 97, 124]",FAKE
./datasets/face_forensics/img_data/deepfake/6I0869O321XDLRSI2F93.jpg,"[495, 66, 259, 347]",FAKE
./datasets/face_forensics/img_data/deepfake/MJO099GRF388BHPO15WI.jpg,"[562, 70, 218, 293]",FAKE
./datasets/face_forensics/img_data/deepfake/MS2P0HIF7EFOIO5RUGRI.jpg,"[178, 103, 115, 150]",FAKE
./datasets/face_forensics/img_data/deepfake/5IZUMY4966IJA94F3551.jpg,"[793, 119, 274, 360]",FAKE
./datasets/face_forensics/img_data/deepfake/R8KRTNBO48MU2NRC1NDI.jpg,"[574, 59, 216, 292]",FAKE
./datasets/face_forensics/img_data/deepfake/HJNX802SYAGNGOB9V2JX.jpg,"[377, 0, 531, 646]",FAKE
./datasets/face_forensics/img_data/deepfake/DQXVJA3DAJTZXR7SJXU8.jpg,"[268, 111, 90, 120]",FAKE
./datasets/face_forensics/img_data/deepfake/170M3XWK7RBIW3NEE6ZY.jpg,"[195, 79, 61, 78]",FAKE
./datasets/face_forensics/img_data/deepfake/NLEIZ62BQTKMJPG5O46R.jpg,"[574, 67, 213, 285]",FAKE
./datasets/face_forensics/img_data/deepfake/ME9UEZOWV3NX8JQXALZ1.jpg,"[380, 92, 111, 149]",FAKE
./datasets/face_forensics/img_data/deepfake/U3B32YQFF0UG2QY1NCAV.jpg,"[394, 75, 86, 113]",FAKE
./datasets/face_forensics/img_data/deepfake/9NWVRE33KH24N8JZZWL1.jpg,"[519, 168, 390, 496]",FAKE
./datasets/face_forensics/img_data/deepfake/ZJH1V99ZIKN1Y8GI6O19.jpg,"[844, 86, 154, 206]",FAKE
./datasets/face_forensics/img_data/deepfake/82MV5K86YAGR227G0I6V.jpg,"[816, 212, 240, 297]",FAKE
./datasets/face_forensics/img_data/deepfake/WM38W7IB2OCRSB1IL8BO.jpg,"[691, 124, 195, 263]",FAKE
./datasets/face_forensics/img_data/deepfake/RTUHGCDG0G5Z0KMHMF8H.jpg,"[402, 85, 79, 109]",FAKE
./datasets/face_forensics/img_data/deepfake/Z9QB4HYW4RQ8MXG7PXAP.jpg,"[153, 86, 163, 210]",FAKE
./datasets/face_forensics/img_data/deepfake/UOBY1UVDEMXL3WSOAUW1.jpg,"[153, 133, 120, 158]",FAKE
./datasets/face_forensics/img_data/deepfake/6YIKFJV4VDJZW07FZD1B.jpg,"[574, 105, 135, 179]",FAKE
./datasets/face_forensics/img_data/deepfake/FO556RG6332FF0R36840.jpg,"[458, 144, 311, 430]",FAKE
./datasets/face_forensics/img_data/deepfake/B535ON4A91ECQ9Z9EJOH.jpg,"[404, 96, 73, 92]",FAKE
./datasets/face_forensics/img_data/deepfake/MELKO3IV0LPMRRON5FIC.jpg,"[544, 182, 197, 254]",FAKE
./datasets/face_forensics/img_data/deepfake/YGM8GD697UA6XJ32K117.jpg,"[175, 89, 116, 149]",FAKE
./datasets/face_forensics/img_data/deepfake/KAL2B86TG6BBM6JR9148.jpg,"[827, 145, 165, 198]",FAKE
./datasets/face_forensics/img_data/deepfake/023FM18D1MK5NX03XGEA.jpg,"[496, 192, 247, 330]",FAKE
./datasets/face_forensics/img_data/deepfake/21CYPW9ESY5K4WPH60H9.jpg,"[300, 181, 88, 109]",FAKE
./datasets/face_forensics/img_data/deepfake/10A7NUP4F23PU4SJMXMB.jpg,"[279, 94, 95, 128]",FAKE
./datasets/face_forensics/img_data/deepfake/UK22TUA1A3D7IR4MMQX9.jpg,"[574, 216, 125, 161]",FAKE
./datasets/face_forensics/img_data/deepfake/9ZGSEIHY4KLKT52RDUNJ.jpg,"[279, 661, 79, 96]",FAKE
./datasets/face_forensics/img_data/deepfake/MM85EE1PHHVBKAQNU4XR.jpg,"[264, 88, 153, 201]",FAKE
./datasets/face_forensics/img_data/deepfake/IYX6WQSFQ4FDSOM1G3E5.jpg,"[312, 101, 87, 113]",FAKE
./datasets/face_forensics/img_data/deepfake/N5QECWFZAQZSO9GSXCG2.jpg,"[307, 67, 114, 154]",FAKE
./datasets/face_forensics/img_data/deepfake/I7NWPA8RVX1YQSMVNFB6.jpg,"[659, 63, 587, 740]",FAKE
./datasets/face_forensics/img_data/deepfake/HBW8D2Y2IDIUDHLOVAHN.jpg,"[280, 84, 105, 136]",FAKE
./datasets/face_forensics/img_data/deepfake/AVY9LPZ92Y78FZ124M42.jpg,"[291, 97, 107, 143]",FAKE
./datasets/face_forensics/img_data/deepfake/9R2IZR8633BRGR17XQKP.jpg,"[824, 137, 218, 281]",FAKE
./datasets/face_forensics/img_data/deepfake/O4FTJ9WG2VI6FNI2ZK2X.jpg,"[439, 145, 64, 85]",FAKE
./datasets/face_forensics/img_data/deepfake/5JFNQHJHXIZCE48J5FXH.jpg,"[560, 171, 188, 245]",FAKE
./datasets/face_forensics/img_data/deepfake/X7Z5AVU9PO5NQ7VNU6II.jpg,"[245, 86, 114, 144]",FAKE
./datasets/face_forensics/img_data/deepfake/PBJMWQHRP2D34PO31WOF.jpg,"[280, 72, 78, 104]",FAKE
./datasets/face_forensics/img_data/deepfake/3S2VNHC7QLRG3X6QWTVK.jpg,"[340, 149, 241, 292]",FAKE
./datasets/face_forensics/img_data/deepfake/L1EBYUD1PBDFYUXVCW8K.jpg,"[305, 87, 98, 129]",FAKE
./datasets/face_forensics/img_data/deepfake/SNEQA0G3TKSGSP5MXR6K.jpg,"[963, 131, 245, 334]",FAKE
./datasets/face_forensics/img_data/deepfake/T47GUUFYDMBGBMAGBFOR.jpg,"[306, 90, 97, 127]",FAKE
./datasets/face_forensics/img_data/deepfake/7EYQ43GWJJD1G4U3J977.jpg,"[815, 136, 302, 382]",FAKE
./datasets/face_forensics/img_data/deepfake/HCEDI40IUTMILF51OD45.jpg,"[208, 64, 65, 84]",FAKE
./datasets/face_forensics/img_data/deepfake/P5PQDGQ2HY85O4DU3OLR.jpg,"[592, 184, 187, 234]",FAKE
./datasets/face_forensics/img_data/deepfake/PYSZF7I1K7YBE5KFTK7X.jpg,"[831, 105, 112, 144]",FAKE
./datasets/face_forensics/img_data/deepfake/9951JDQC1FE9LD5UQ0AD.jpg,"[239, 118, 88, 111]",FAKE
./datasets/face_forensics/img_data/deepfake/DH98BWOOQ70J0369048G.jpg,"[300, 88, 115, 153]",FAKE
./datasets/face_forensics/img_data/deepfake/5T3OI3VNF4NN4TGC6B85.jpg,"[605, 139, 170, 224]",FAKE
./datasets/face_forensics/img_data/deepfake/BI5XHFVEFX2D6CA5RXHI.jpg,"[290, 81, 101, 131]",FAKE
./datasets/face_forensics/img_data/deepfake/U3X3OG5ROTISFX2L9WZL.jpg,"[95, 96, 87, 109]",FAKE
./datasets/face_forensics/img_data/deepfake/CX28JCK54SX7KR6TCFK5.jpg,"[353, 140, 235, 290]",FAKE
./datasets/face_forensics/img_data/deepfake/J9IKIKRMOVXUUFZM6T7V.jpg,"[603, 73, 126, 170]",FAKE
./datasets/face_forensics/img_data/deepfake/WILKRRSAMTPOKATU1BXV.jpg,"[523, 131, 176, 220]",FAKE
./datasets/face_forensics/img_data/deepfake/8WO47W0N7EJMM7DD6EN7.jpg,"[166, 91, 112, 147]",FAKE
./datasets/face_forensics/img_data/deepfake/Z5QKY2ZC39X7TX6VW3OF.jpg,"[603, 134, 233, 296]",FAKE
./datasets/face_forensics/img_data/deepfake/RPE1TJ17RKFHJOIGCKLY.jpg,"[404, 122, 65, 82]",FAKE
./datasets/face_forensics/img_data/deepfake/ZE60K5NEAYCGA128JF3U.jpg,"[812, 176, 405, 503]",FAKE
./datasets/face_forensics/img_data/deepfake/GE167WEZSVMUMHDXHUKH.jpg,"[531, 91, 433, 575]",FAKE
./datasets/face_forensics/img_data/deepfake/1Z9VYSBIJ0CBW2GPPBAH.jpg,"[173, 99, 124, 153]",FAKE
./datasets/face_forensics/img_data/deepfake/F5MOJAHCXNCGG2JTX9CC.jpg,"[269, 48, 138, 184]",FAKE
./datasets/face_forensics/img_data/deepfake/50E910WRKJMIWQCA8VT9.jpg,"[539, 126, 196, 245]",FAKE
./datasets/face_forensics/img_data/deepfake/6STYT689PO516M2LMAWX.jpg,"[354, 82, 124, 161]",FAKE
./datasets/face_forensics/img_data/deepfake/ODL6YP6E0ZR93RX6TH7S.jpg,"[275, 81, 93, 117]",FAKE
./datasets/face_forensics/img_data/deepfake/DLY02OW55Q18NWRIAA3B.jpg,"[244, 82, 110, 142]",FAKE
./datasets/face_forensics/img_data/deepfake/8A0KJVBM8490BLI1D11V.jpg,"[244, 82, 145, 187]",FAKE
./datasets/face_forensics/img_data/deepfake/O3JNAG3NBR6WCWZFJ9ZE.jpg,"[386, 91, 190, 252]",FAKE
./datasets/face_forensics/img_data/deepfake/VFDAFJ83G6FL9Q4Y7KMK.jpg,"[179, 80, 116, 154]",FAKE
./datasets/face_forensics/img_data/deepfake/NIQOPRTEJPCDEOHS5HYO.jpg,"[631, 91, 161, 208]",FAKE
./datasets/face_forensics/img_data/deepfake/B50X59A9TUW36UGVYWLR.jpg,"[299, 68, 100, 123]",FAKE
./datasets/face_forensics/img_data/deepfake/FG2LQC9EYBCUUKLGGD1E.jpg,"[519, 123, 198, 242]",FAKE
./datasets/face_forensics/img_data/deepfake/G44A2RBDVUCI4C6X9UAR.jpg,"[248, 81, 112, 142]",FAKE
./datasets/face_forensics/img_data/deepfake/UIUA7TPMKZQUG4D97M24.jpg,"[823, 129, 253, 323]",FAKE
./datasets/face_forensics/img_data/deepfake/Q74FXHLSATAA6IFR5VIE.jpg,"[265, 85, 120, 163]",FAKE
./datasets/face_forensics/img_data/deepfake/Y9VOIACBKU0DRAQBF0HM.jpg,"[365, 77, 108, 137]",FAKE
./datasets/face_forensics/img_data/deepfake/UNT4Z6AMQMIN8NA4TG2S.jpg,"[328, 110, 72, 95]",FAKE
./datasets/face_forensics/img_data/deepfake/YIDJZKME9RZDB9KNM3ET.jpg,"[759, 278, 353, 438]",FAKE
./datasets/face_forensics/img_data/deepfake/1NRFDV7XPZA148IZ9B27.jpg,"[260, 73, 96, 127]",FAKE
./datasets/face_forensics/img_data/deepfake/L970K8RUTHW82LIAHLIJ.jpg,"[253, 95, 118, 144]",FAKE
./datasets/face_forensics/img_data/deepfake/PJ9V17R1BEE2YL8YCSJ9.jpg,"[342, 109, 71, 96]",FAKE
./datasets/face_forensics/img_data/deepfake/3GWQ1SREMZF3IRCDNQW8.jpg,"[615, 151, 161, 210]",FAKE
./datasets/face_forensics/img_data/deepfake/1BH16KLUOVR723WBETSO.jpg,"[274, 90, 64, 86]",FAKE
./datasets/face_forensics/img_data/deepfake/JPGMR4EQUFAHHKXADICW.jpg,"[287, 53, 90, 118]",FAKE
./datasets/face_forensics/img_data/deepfake/BQQ102M466E7PQZ9DH5F.jpg,"[291, 107, 98, 123]",FAKE
./datasets/face_forensics/img_data/deepfake/Q9YUD9BG3Q1LB92I7F38.jpg,"[217, 86, 150, 184]",FAKE
./datasets/face_forensics/img_data/deepfake/Z1ARJ4WGTZJCHKSMBHUK.jpg,"[582, 100, 120, 153]",FAKE
./datasets/face_forensics/img_data/deepfake/1QKU9OM4FAIQGLI106JD.jpg,"[280, 115, 161, 216]",FAKE
./datasets/face_forensics/img_data/deepfake/KPXCLDUIVIYIIN9RLP8F.jpg,"[607, 140, 160, 218]",FAKE
./datasets/face_forensics/img_data/deepfake/D5OZOYA21SQQJFG80IC1.jpg,"[231, 125, 111, 142]",FAKE
./datasets/face_forensics/img_data/deepfake/MWFDSRWV5XO701TIJ93U.jpg,"[378, 129, 198, 268]",FAKE
./datasets/face_forensics/img_data/deepfake/MRHZB6YWF3X7BU4KUJNM.jpg,"[492, 111, 60, 76]",FAKE
./datasets/face_forensics/img_data/deepfake/TXIVK7752T66XN5R0C8C.jpg,"[640, 133, 246, 320]",FAKE
./datasets/face_forensics/img_data/deepfake/EICWHV1PCJN1U1NLPRN3.jpg,"[259, 97, 103, 143]",FAKE
./datasets/face_forensics/img_data/deepfake/6OA1COR5WMHYDMD7VVVA.jpg,"[836, 213, 286, 353]",FAKE
./datasets/face_forensics/img_data/deepfake/BGHRIAXJZYGN7LCS3F3B.jpg,"[402, 93, 72, 94]",FAKE
./datasets/face_forensics/img_data/deepfake/HHPRA550B1X9ZI1QAJCX.jpg,"[278, 123, 84, 108]",FAKE
./datasets/face_forensics/img_data/deepfake/P2RW127QB3NBRZCE1NBT.jpg,"[158, 73, 98, 121]",FAKE
./datasets/face_forensics/img_data/deepfake/TPMMGHXGDG9LZNCX5O03.jpg,"[236, 76, 217, 291]",FAKE
./datasets/face_forensics/img_data/deepfake/4ZF5DOIZY6I7FQJCEWHF.jpg,"[446, 140, 303, 406]",FAKE
./datasets/face_forensics/img_data/deepfake/NBDSJ16AA95VNL9CF9BK.jpg,"[246, 129, 103, 134]",FAKE
./datasets/face_forensics/img_data/deepfake/062UZGJ4HC5X0DZLC3QP.jpg,"[232, 101, 122, 161]",FAKE
./datasets/face_forensics/img_data/deepfake/MO3D4DV99DMQGIAROZ04.jpg,"[381, 87, 103, 135]",FAKE
./datasets/face_forensics/img_data/deepfake/LPM647Z0UUN9LKC6SB9B.jpg,"[291, 93, 108, 134]",FAKE
./datasets/face_forensics/img_data/deepfake/KBNR0CSP97HYIY7KGZF5.jpg,"[226, 54, 84, 103]",FAKE
./datasets/face_forensics/img_data/deepfake/HQ5DRG4EHCV8WO0ZA7K2.jpg,"[621, 167, 234, 288]",FAKE
./datasets/face_forensics/img_data/deepfake/XXR4IVHGER35D5NNUK77.jpg,"[273, 75, 94, 129]",FAKE
./datasets/face_forensics/img_data/deepfake/1K2NCU8GWW2IQ1PPX6J7.jpg,"[252, 70, 68, 97]",FAKE
./datasets/face_forensics/img_data/deepfake/8MPMDFS2TJ7DUU5H8PJB.jpg,"[552, 112, 176, 232]",FAKE
./datasets/face_forensics/img_data/deepfake/0L7EFLVWDOKWEH44SSPS.jpg,"[276, 69, 93, 122]",FAKE
./datasets/face_forensics/img_data/deepfake/N1DK2V2NASXO6VBYP4DW.jpg,"[171, 95, 131, 182]",FAKE
./datasets/face_forensics/img_data/deepfake/PPU9Q8B1ZW5UZFNNVYPK.jpg,"[264, 85, 78, 105]",FAKE
./datasets/face_forensics/img_data/deepfake/8GRPLD85V0DZP8Y6NYOZ.jpg,"[260, 124, 103, 133]",FAKE
./datasets/face_forensics/img_data/deepfake/IAAXNJHD5NO4H63UJ548.jpg,"[423, 49, 213, 317]",FAKE
./datasets/face_forensics/img_data/deepfake/UOMTOCD7G80F4VSAYYSW.jpg,"[486, 160, 316, 424]",FAKE
./datasets/face_forensics/img_data/deepfake/IETV6PAXCCGBD18IB53X.jpg,"[187, 57, 80, 109]",FAKE
./datasets/face_forensics/img_data/deepfake/W90O67CWJFKN6UJ2IXAJ.jpg,"[796, 152, 192, 242]",FAKE
./datasets/face_forensics/img_data/deepfake/IITYE5SKE5PFJIC9OO0G.jpg,"[276, 89, 81, 110]",FAKE
./datasets/face_forensics/img_data/deepfake/OV1WQ9MGEIRGHG5S84R4.jpg,"[490, 165, 260, 348]",FAKE
./datasets/face_forensics/img_data/deepfake/WS6C6YKIOAGWGZ5EVJWG.jpg,"[234, 72, 186, 212]",FAKE
./datasets/face_forensics/img_data/deepfake/CCPTNK071F2TH5EPVYRT.jpg,"[503, 136, 235, 297]",FAKE
./datasets/face_forensics/img_data/deepfake/OQC3MU4M1OCD98L2QPEE.jpg,"[274, 74, 103, 126]",FAKE
./datasets/face_forensics/img_data/deepfake/LY3FFYWDWTWIG7FYI79K.jpg,"[667, 161, 192, 258]",FAKE
./datasets/face_forensics/img_data/deepfake/R7JK95XXR6U7JYUII3MB.jpg,"[393, 91, 85, 112]",FAKE
./datasets/face_forensics/img_data/deepfake/YODX69934GIU4HSF17WO.jpg,"[372, 56, 95, 115]",FAKE
./datasets/face_forensics/img_data/deepfake/JX87H6TOP3PCKPHZ2CHX.jpg,"[553, 158, 224, 301]",FAKE
./datasets/face_forensics/img_data/deepfake/X50LHOBCEP9YOAC3UGIF.jpg,"[577, 135, 157, 205]",FAKE
./datasets/face_forensics/img_data/deepfake/R74R8Y1U66ECKS71OCXH.jpg,"[259, 84, 97, 122]",FAKE
./datasets/face_forensics/img_data/deepfake/61YRUQLOWADBX53ML351.jpg,"[277, 77, 103, 132]",FAKE
./datasets/face_forensics/img_data/deepfake/44FQ80V3VW0GZNTOJ082.jpg,"[294, 91, 103, 142]",FAKE
./datasets/face_forensics/img_data/deepfake/KFQ35WNK4Z5PONTT4AMH.jpg,"[178, 88, 83, 114]",FAKE
./datasets/face_forensics/img_data/deepfake/HDMZAYO7VYIGA7N82PWR.jpg,"[245, 81, 188, 249]",FAKE
./datasets/face_forensics/img_data/deepfake/CU0FSGMPGAYURXNTRJF1.jpg,"[199, 149, 130, 174]",FAKE
./datasets/face_forensics/img_data/deepfake/O28FK0OJ55RE5LWNWRUY.jpg,"[252, 94, 102, 135]",FAKE
./datasets/face_forensics/img_data/deepfake/J10CMNHRYIWP0LNI7M5S.jpg,"[186, 77, 141, 170]",FAKE
./datasets/face_forensics/img_data/deepfake/OIDG58TSJ12AONH5Y6TE.jpg,"[336, 178, 144, 198]",FAKE
./datasets/face_forensics/img_data/deepfake/7FBH0S1BLWJMUL92F6S0.jpg,"[287, 84, 92, 122]",FAKE
./datasets/face_forensics/img_data/deepfake/JWD7XGTN7HG9GVONO9MS.jpg,"[293, 252, 156, 191]",FAKE
./datasets/face_forensics/img_data/deepfake/95GPKCQJ3YKHZUJSVPPV.jpg,"[280, 95, 106, 141]",FAKE
./datasets/face_forensics/img_data/deepfake/HYZTMRSJN608TAHSARAR.jpg,"[546, 96, 200, 264]",FAKE
./datasets/face_forensics/img_data/deepfake/V3IHZ96YBC3HR288UEAI.jpg,"[269, 69, 106, 135]",FAKE
./datasets/face_forensics/img_data/deepfake/UZKL9GF5TL12UQ9WE3FV.jpg,"[260, 79, 112, 141]",FAKE
./datasets/face_forensics/img_data/deepfake/IWF9I2TQBMH87QGR3U0A.jpg,"[353, 74, 108, 139]",FAKE
./datasets/face_forensics/img_data/deepfake/DFOC3QSJPY73Y0F51BL0.jpg,"[391, 190, 181, 230]",FAKE
./datasets/face_forensics/img_data/deepfake/N0QYUZLZUC4NP2YSUSPJ.jpg,"[746, 254, 455, 604]",FAKE
./datasets/face_forensics/img_data/deepfake/37IRPN0LNLZN9SFOEZV7.jpg,"[286, 126, 108, 139]",FAKE
./datasets/face_forensics/img_data/deepfake/URIQT667P7LILBUH6MSI.jpg,"[236, 64, 128, 166]",FAKE
./datasets/face_forensics/img_data/deepfake/ZJT2RV5SUPM5UEOE1E0I.jpg,"[440, 129, 443, 589]",FAKE
./datasets/face_forensics/img_data/deepfake/NZ8IALBT12GKOMISPURL.jpg,"[269, 87, 101, 137]",FAKE
./datasets/face_forensics/img_data/deepfake/3TU4BGGE6AF8MZ0Z804Y.jpg,"[267, 78, 119, 157]",FAKE
./datasets/face_forensics/img_data/deepfake/YN6BTPJ53CRVO31NNH7N.jpg,"[299, 43, 109, 148]",FAKE
./datasets/face_forensics/img_data/deepfake/RU7SQHXHZH3TLZEMP77Q.jpg,"[255, 77, 84, 109]",FAKE
./datasets/face_forensics/img_data/deepfake/VZCXCRZE0KC8HQRWLJ42.jpg,"[313, 29, 245, 347]",FAKE
./datasets/face_forensics/img_data/deepfake/8E8UQ1GAM7DJG308O8Y0.jpg,"[279, 124, 102, 134]",FAKE
./datasets/face_forensics/img_data/deepfake/UEF68MPUG4H8UIAL9FSI.jpg,"[549, 125, 191, 235]",FAKE
./datasets/face_forensics/img_data/deepfake/3CV87RN756GSDNF7QQ0P.jpg,"[337, 80, 186, 241]",FAKE
